mes_dia,media_notificacoes_dia,notificacoes_dia,regiao,r2,mae,mape,msd,mse,rmse,ano_inicio,ano_fim,ano,chave,limiar_pre_epidemico,intensidade_alta,intensidade_muito_alta
5-17,56,110,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-18,58,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-19,58,104,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-20,59,112,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-21,59,103,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-22,56,104,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-23,57,109,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-24,58,95,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-25,58,90,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-26,60,107,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-27,58,109,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-28,58,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-29,60,108,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-30,61,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-31,60,113,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-1,62,120,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-2,59,109,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-3,61,114,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-4,61,111,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-5,60,113,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-6,61,112,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-7,62,108,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-8,61,113,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-9,66,113,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-10,67,109,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-11,66,113,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-12,67,114,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-13,66,110,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-14,66,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-15,64,97,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-16,60,108,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-17,57,115,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-18,59,108,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-19,56,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-20,57,106,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-21,58,114,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-22,55,107,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-23,54,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-24,53,111,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-25,52,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-26,52,90,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-27,50,94,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-28,47,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-29,46,76,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
6-30,46,92,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-1,49,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-2,48,94,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-3,45,104,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-4,45,107,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-5,44,102,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-6,44,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-7,43,94,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-8,41,108,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-9,41,103,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-10,45,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-11,44,100,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-12,49,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-13,49,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-14,50,98,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-15,49,103,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-16,47,98,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-17,44,91,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-18,44,103,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-19,40,104,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-20,42,88,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-21,41,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-22,41,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-23,42,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-24,42,79,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-25,41,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-26,38,85,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-27,37,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-28,34,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-29,34,96,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-30,30,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
7-31,30,94,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-1,33,84,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-2,34,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-3,33,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-4,33,80,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-5,32,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-6,32,91,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-7,33,86,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-8,31,91,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-9,30,101,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-10,32,96,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-11,33,101,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-12,35,100,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-13,37,96,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-14,36,85,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-15,37,86,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-16,38,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-17,37,72,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-18,37,75,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-19,37,79,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-20,38,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-21,36,93,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-22,35,86,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-23,32,82,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-24,34,84,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-25,35,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-26,36,84,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-27,34,83,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-28,34,85,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-29,33,85,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-30,35,80,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
8-31,32,85,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-1,32,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-2,32,85,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-3,31,81,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-4,33,86,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-5,35,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-6,34,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-7,34,86,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-8,32,75,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-9,34,90,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-10,36,76,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-11,34,68,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-12,32,62,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-13,33,66,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-14,33,62,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-15,33,66,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-16,29,55,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-17,27,55,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-18,26,62,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-19,29,65,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-20,28,51,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-21,27,56,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-22,26,62,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-23,27,61,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-24,28,51,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-25,28,56,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-26,26,57,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-27,26,50,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-28,26,42,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-29,27,41,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
9-30,28,55,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-1,29,54,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-2,29,44,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-3,28,34,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-4,28,43,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-5,28,45,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-6,28,42,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-7,25,43,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-8,22,47,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-9,22,48,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-10,22,53,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-11,21,49,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-12,21,49,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-13,21,46,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-14,23,42,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-15,24,41,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-16,24,42,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-17,23,42,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-18,22,44,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-19,22,41,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-20,23,34,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-21,21,33,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-22,21,27,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-23,21,26,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-24,19,37,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-25,21,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-26,21,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-27,19,34,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-28,20,38,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-29,20,25,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-30,20,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
10-31,21,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
11-1,21,29,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
